1.4193,0,-0.01,2.23,-0.009640345,0.001801913,-0.064127543
1.4573,0,-0.01,2.25,-0.003654025,0.011748217577747265,-0.019916796
1.492,0,-0.01,2.23,-0.013720344,-0.024020159,-0.057611279
1.5241,0,-0.01,2.24,-0.009525457,0.001625404,-0.063995641
1.5639,0,-0.01,2.24,-0.003524855,0.00251391,-0.046983733
1.5983,0,-0.01,2.23,-0.009655885,0.010732021,-0.040369868
1.6307,0,-0.01,2.24,-0.013798971,-0.028844455,-0.050983527
1.6618,0,-0.01,2.22,-0.013604862,-0.000308705,-0.074247879
1.6942,0,-0.01,2.25,-0.013698221,-0.028527575,-0.057672703
1.7272,0,-0.01,2.24,-0.009685312,-0.040019372,-0.071075273
1.7603,0,-0.01,2.22,-0.017675212,-0.007570725,-0.071064415
1.7941,0,-0.01,2.24,-0.009679691,-0.026465674,-0.047469269
1.8246,0,-0.01,2.25,-0.01161064,-0.013240457,-0.074275852
1.8544,0,-0.01,2.24,-0.007761764,-0.013795959,-0.027049003
1.8885,0,-0.01,2.24,-0.007647274,-0.036626624,-0.067687307
1.9181,0,-0.01,2.24,-0.009655556,-0.000680973,-0.050592882
1.9478,0,-0.01,2.23,-0.011618606,-0.034230522,-0.0778218
1.9811,0,-0.01,2.24,-0.011610669,-0.004011523,-0.067476773
2.0118,0,-0.01,2.25,-0.013794569,-0.030719566,-0.067862961
2.0418,0,-0.01,2.24,-0.007594804,-0.004045182,-0.057235464
2.0746,0,-0.01,2.25,-0.007676071,-0.008751215,-0.050594063
2.1037,0,-0.01,2.23,-0.007605566,-0.003975534,-0.060628687
2.1358,0,-0.01,2.23,-0.009517341,0.013116775595788896,-0.053813915
2.1639,0,-0.01,2.23,-0.017638501,-0.007440958,-0.077788406
2.1931,0,-0.01,2.23,-0.015937139,-0.034604498,-0.034223577
2.2216,0,-0.01,2.23,-0.0095199,-0.003009006,-0.067422649
2.2509,0,-0.01,2.24,-0.011785542,-0.02495415,-0.064355052
2.2799,0,-0.01,2.23,-0.009583687,-0.009807824,-0.070832948
2.3139,0,-0.01,2.22,-0.011744734,-0.029886005,-0.061064201
2.3463,0,-0.01,2.23,-0.009754377,-0.046685546,-0.094789109
3.7661,0.1,-0.01,2.24,-0.017715132,-0.023055396,-0.132039367
3.7963,0.1,-0.01,2.23,-0.015611366,-0.006026507,-0.111535127
3.8264,0.1,-0.01,2.23,-0.011709026,-0.019786189,-0.111631164
3.856,0.1,-0.01,2.24,-0.009580743,0.004599297,-0.111296854
3.8883,0.1,-0.01,2.23,-0.011748445,-0.026543043,-0.125151683
3.9165,0.1,-0.01,2.25,-0.015600357,-0.001265105,-0.104742536
3.9466,0.1,-0.01,2.22,-0.011672759,-0.03622975,-0.111646363
3.9776,0.1,-0.01,2.24,-0.017768815,-0.007097874,-0.111610418
4.0069,0.1,-0.01,2.23,-0.011544982,-0.022332592,-0.121708779
4.0354,0.1,-0.01,2.22,-0.01567242,-0.003984415,-0.094725142
4.065,0.1,-0.01,2.23,-0.009541154,-0.032574694,-0.131795954
4.0926,0.1,-0.01,2.21,-0.011575018,0.007732833,-0.087750091
4.1229,0.1,-0.01,2.22,-0.011696794,-0.030975263,-0.14878548
4.1548,0.1,-0.01,2.24,-0.009605357,-0.000273717,-0.104586005
4.1838,0.1,-0.01,2.25,-0.011651991,-0.038381274,-0.128608033
4.2158,0.1,-0.01,2.24,-0.015700634,0.005762411,-0.111561231
4.2451,0.1,-0.01,2.23,-0.009630596,-0.030314231,-0.121738121
4.2736,0.1,-0.01,2.24,-0.009590304,0.006441175,-0.080955267
4.3025,0.1,-0.01,2.24,-0.015625843,-0.03613667,-0.125294022
4.3307,0.1,-0.01,2.22,-0.01766213,-0.03521408,-0.115302578
4.3598,0.1,-0.01,2.24,-0.017566116,0.006646988,-0.104809941
4.3899,0.1,-0.01,2.24,-0.013745758,-0.035436928,-0.094930928
4.4218,0.1,-0.01,2.23,-0.015657272,-0.019689637,-0.135292816
4.4538,0.1,-0.01,2.24,-0.013657714,0.013690158224717988,-0.097904874
4.4834,0.1,-0.01,2.22,-0.007618622,-0.038293895,-0.12844265
4.5141,0.1,-0.01,2.24,-0.013532776,0.015963301415359087,-0.097845479
4.5438,0.1,-0.01,2.24,-0.01374276,-0.039383792,-0.128662157
4.5722,0.1,-0.01,2.25,-0.005387162,0.008876197,-0.104378443
4.6017,0.1,-0.01,2.26,-0.015677688,-0.026737284,-0.128578385
4.6306,0.1,-0.01,2.25,-0.013816113,-0.032897976,-0.094956016
6.0503,0.2,-0.01,2.24,-0.007576384,-0.005417403,-0.162046039
6.0785,0.2,-0.01,2.24,-0.005572808,0.007765528,-0.185453218
6.1083,0.2,-0.01,2.23,-0.019661419,-0.033396801,-0.179566845
6.1378,0.2,-0.01,2.25,-0.005373142,-0.001959786,-0.178753603
6.1698,0.2,-0.01,2.24,-0.013563283,-0.025491208,-0.16240682
6.1982,0.2,-0.01,2.23,-0.011531277,0.008818208,-0.17547495
6.2264,0.2,-0.01,2.25,-0.011604191,-0.021581948,-0.172413283
6.2569,0.2,-0.01,2.22,-0.011440177,0.001913909,-0.192387307
6.2879,0.2,-0.01,2.25,-0.007589826,-0.038017103,-0.175787363
6.3168,0.2,-0.01,2.23,-0.011529845,0.001661027,-0.165422234
6.3463,0.2,-0.01,2.23,-0.013611888,-0.020578207,-0.172552703
6.3757,0.2,-0.01,2.23,-0.011441564,-0.003210709,-0.165462152
6.409,0.2,-0.01,2.24,-0.013594205,-0.039184796,-0.182791931
6.4407,0.2,-0.01,2.23,-0.015550653,-0.021028421,-0.212964945
6.4719,0.2,-0.01,2.25,-0.009594191,0.011594553263876995,-0.148514793
6.5018,0.2,-0.01,2.24,-0.019597545,-0.037471457,-0.213249269
6.5319,0.2,-0.01,2.22,-0.005431564,0.011510681914366735,-0.134851579
6.5637,0.2,-0.01,2.24,-0.01364057,-0.029618532,-0.182655773
6.5968,0.2,-0.01,2.23,-0.013526849,-0.004150231,-0.18242659
6.6317,0.2,-0.01,2.23,-0.013494621,0.014098692619663863,-0.158648764
6.6607,0.2,-0.01,2.23,-0.017683637,-0.041354735,-0.192995887
6.6902,0.2,-0.01,2.23,-0.009606456,-0.004633413,-0.145192569
6.7192,0.2,-0.01,2.24,-0.01546273,-0.005258229,-0.195982771
6.7523,0.2,-0.01,2.23,-0.009498901,0.014062259994330476,-0.138317881
6.7837,0.2,-0.01,2.24,-0.013647612,-0.027625158,-0.16576269
6.8133,0.2,-0.01,2.25,-0.015477849,0.001218058,-0.162214176
6.8427,0.2,-0.01,2.22,-0.013507381,-0.039113173,-0.19286034
6.8728,0.2,-0.01,2.23,-0.013532285,0.000214419,-0.165564727
6.9049,0.2,-0.01,2.25,-0.009403342,-0.029988344,-0.169012341
6.9357,0.2,-0.01,2.24,-0.011531171,-0.005212014,-0.189121558
8.3613,0.3,-0.01,2.22,-0.013276433,0.005888146,-0.266770985
8.4039,0.3,-0.01,2.24,-0.017460697,0.014874846729815478,-0.229772861
8.4392,0.3,-0.01,2.24,-0.009467219,-0.000884691,-0.259934366
8.4682,0.3,-0.01,2.24,-0.013517907,-0.031263492,-0.256961978
8.5004,0.3,-0.01,2.25,-0.013390194,-0.03555444,-0.294057407
8.5285,0.3,-0.01,2.24,-0.009382614,-0.019961952,-0.243282718
8.5589,0.3,-0.01,2.24,-0.017517661,-0.00797733,-0.260274691
8.5906,0.3,-0.01,2.22,-0.009187504,0.009942622,-0.23626008
8.6208,0.3,-0.01,2.24,-0.013574981,-0.045456018,-0.25034686
8.6519,0.3,-0.01,2.24,-0.011498504,0.004303138,-0.226239676
8.6815,0.3,-0.01,2.23,-0.011450239,-0.041721886,-0.270462158
8.7127,0.3,-0.01,2.25,-0.019576027,0.001984204,-0.229939439
8.7427,0.3,-0.01,2.25,-0.011436716,-0.025366231,-0.270343217
8.7713,0.3,-0.01,2.22,-0.015344227,0.011245729267457101,-0.24323532
8.8027,0.3,-0.01,2.23,-0.011579482,-0.027790174,-0.256878526
8.8334,0.3,-0.01,2.23,-0.011335196,0.002062212,-0.239758797
8.865,0.3,-0.01,2.25,-0.013493772,-0.022292118,-0.243390104
8.8961,0.3,-0.01,2.23,-0.009358696,-0.008237235,-0.256604778
8.9277,0.3,-0.01,2.25,-0.015569179,-0.030310443,-0.250343113
8.9588,0.3,-0.01,2.24,-0.009294731,-0.003352717,-0.270053269
8.9876,0.3,-0.01,2.24,-0.017571765,-0.033701114,-0.263896236
9.017,0.3,-0.01,2.24,-0.009281178,0.003774005,-0.276733406
9.0486,0.3,-0.01,2.23,-0.013560055,-0.02702861,-0.233376124
9.0777,0.3,-0.01,2.26,-0.017380751,0.001265083,-0.26688844
9.1074,0.3,-0.01,2.22,-0.017562216,-0.029366923,-0.243661794
9.1395,0.3,-0.01,2.23,-0.015490621,-0.032231498,-0.277229024
9.1676,0.3,-0.01,2.25,-0.01354642,-0.036145932,-0.253678644
9.1998,0.3,-0.01,2.24,-0.015548909,-0.025206858,-0.270468174
9.2296,0.3,-0.01,2.23,-0.011345029,-0.003140784,-0.212792353
9.2585,0.3,-0.01,2.24,-0.011234819,0.009260558,-0.256507343
